cohort,rcdts,school_name,district,city,county,district_type,district_size,school_type,grades_served,percent_student_enrollment_white,percent_student_enrollment_black_or_african_american,percent_student_enrollment_hispanic_or_latino,percent_student_enrollment_asian,percent_student_enrollment_native_hawaiian_or_other_pacific_islander,percent_student_enrollment_american_indian_or_alaska_native,percent_student_enrollment_two_or_more_races,number_student_enrollment,total_number_of_school_days,student_attendance_rate,student_chronic_truancy_rate,high_school_dropout_rate_total,high_school_4_year_graduation_rate_total,avg_class_size_high_school,teacher_retention_rate,percent_graduates_enrolled_in_a_postsecondary_institution_within_16_months,percent_graduates_enrolled_in_a_postsecondary_institution_within_12_months,percent_9th_grade_on_track
2013,70162150170002,Thornton Fractnl So High School  ,Thornton Fractional Twp HSD 215  ,Lansing          ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,19.7,60.4,14.7,0.8,0.0,0.3,4.1,1896.0,175.0,95.1,0.6,1.3,88.9,21.9,,0.0,0.0,0.0
2013,70162170160001,Argo Community High School       ,Argo CHSD 217                    ,Summit           ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,41.4,14.9,41.0,1.2,0.2,0.4,0.9,1842.0,176.0,94.9,1.1,2.4,79.7,21.7,,0.0,0.0,0.0
2013,70162180160001,DD Eisenhower High Sch (Campus)  ,CHSD 218                         ,Blue Island      ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,12.6,37.6,46.3,1.9,0.1,0.3,1.3,1945.0,176.0,93.3,9.3,3.1,71.7,19.3,,0.0,0.0,0.0
2013,70162180160004,H L Richards High Sch(Campus)    ,CHSD 218                         ,Oak Lawn         ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,53.9,27.5,13.0,4.7,0.1,0.4,0.4,1648.0,176.0,92.7,8.6,1.8,74.4,19.7,,0.0,0.0,0.0
2013,70162180160007,A B Shepard High Sch (Campus)    ,CHSD 218                         ,Palos Heights    ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,56.4,25.1,14.3,2.7,0.1,0.6,0.8,1791.0,176.0,93.4,3.4,1.6,72.5,21.1,,0.0,0.0,0.0
2013,70162200170001,Reavis High School               ,Reavis Twp HSD 220               ,Burbank          ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,54.4,1.4,41.3,2.3,0.1,0.1,0.5,1803.0,176.0,94.8,6.9,1.7,84.4,21.1,,0.0,0.0,0.0
2013,70162270170001,Rich East Campus High School     ,Rich Twp HSD 227                 ,Park Forest      ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,6.6,85.1,4.3,0.0,0.1,0.4,3.5,1104.0,177.0,84.9,1.9,3.8,88.7,13.8,,0.0,0.0,0.0
2013,70162270170002,Rich Central Campus High School  ,Rich Twp HSD 227                 ,Olympia Fields   ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,2.0,94.9,2.4,0.4,0.1,0.0,0.2,1389.0,177.0,84.5,1.9,1.4,84.5,16.8,,0.0,0.0,0.0
2013,70162270170003,Rich South Campus High School    ,Rich Twp HSD 227                 ,Richton Park     ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,3.4,88.9,4.1,0.3,0.2,0.5,2.7,1163.0,177.0,90.0,3.3,1.6,85.3,14.5,,0.0,0.0,0.0
2013,70162280160001,Bremen High School               ,Bremen CHSD 228                  ,Midlothian       ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,24.8,30.5,42.4,1.1,0.2,0.0,0.9,1409.0,174.0,93.5,2.3,1.9,79.2,19.0,,0.0,0.0,0.0
2013,70162280160002,Tinley Park High School          ,Bremen CHSD 228                  ,Tinley Park      ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,53.5,27.3,14.1,3.4,0.0,0.4,1.4,1337.0,174.0,95.1,2.7,0.7,84.0,22.2,,0.0,0.0,0.0
2013,70162280160003,Hillcrest High School            ,Bremen CHSD 228                  ,Country Club Hill,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,1.1,94.1,3.6,0.7,0.0,0.1,0.3,1233.0,174.0,92.7,4.2,2.4,70.6,19.2,,0.0,0.0,0.0
2013,70162280160004,Oak Forest High School           ,Bremen CHSD 228                  ,Oak Forest       ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,69.2,7.2,17.7,3.6,0.1,0.2,2.0,1453.0,174.0,94.9,1.8,1.0,93.8,23.8,,0.0,0.0,0.0
2013,70162290160001,Oak Lawn Comm High School        ,Oak Lawn CHSD 229                ,Oak Lawn         ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,71.3,4.7,21.8,1.9,0.0,0.3,0.0,1921.0,174.0,94.5,0.2,1.1,89.8,21.3,,0.0,0.0,0.0
2013,70162300130001,Carl Sandburg High School        ,Cons HSD 230                     ,Orland Park      ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,80.8,3.7,10.0,4.4,0.0,0.1,1.1,3507.0,178.0,96.6,1.0,0.5,92.3,22.7,,0.0,0.0,0.0
2013,70162300130002,Amos Alonzo Stagg High School    ,Cons HSD 230                     ,Palos Hills      ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,78.3,5.6,12.2,2.3,0.0,0.3,1.4,2398.0,178.0,96.1,1.5,1.2,88.1,17.6,,0.0,0.0,0.0
2013,70162300130003,Victor J Andrew High School      ,Cons HSD 230                     ,Orland Hills     ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,81.1,2.8,10.3,4.3,0.0,0.2,1.3,2131.0,178.0,96.6,1.2,1.0,88.7,20.9,,0.0,0.0,0.0
2013,70162310160001,Evergreen Park High School       ,Evergreen Park CHSD 231          ,Evergreen Park   ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,53.6,29.4,14.2,0.8,0.1,0.7,1.2,858.0,176.0,94.4,4.1,2.9,86.9,21.5,,0.0,0.0,0.0
2013,70162330160001,Homewood-Flossmoor High School   ,Homewood Flossmoor CHSD 233      ,Flossmoor        ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,25.2,63.4,5.8,0.8,0.1,0.1,4.5,2795.0,178.0,93.9,1.3,0.5,94.1,17.2,,0.0,0.0,0.0
2013,80083080260001,Eastland High School             ,Eastland CUSD 308                ,Lanark           ,Carroll    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.7,0.0,0.0,0.5,0.0,0.0,2.8,213.0,175.0,93.2,2.4,0.5,89.2,12.2,,0.0,0.0,0.0
2013,80083140260001,West Carroll High School         ,West Carroll CUSD 314            ,Savanna          ,Carroll    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,87.9,1.8,6.5,1.8,0.0,0.3,1.8,387.0,175.0,95.2,1.9,3.9,83.3,14.7,,0.0,0.0,0.0
2013,80083990260002,Milledgeville High School        ,Chadwick-Milledgeville CUSD 399  ,Milledgeville    ,Carroll    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.0,2.8,0.7,2.1,0.0,0.7,2.8,144.0,175.0,95.7,0.0,0.7,84.6,10.9,,0.0,0.0,0.0
2013,80431190220003,East Dubuque High School         ,East Dubuque USD 119             ,East Dubuque     ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.6,0.5,1.4,0.0,0.0,0.0,0.5,209.0,174.0,93.4,4.4,1.4,90.7,16.9,,0.0,0.0,0.0
2013,80431200220002,Galena High School               ,Galena USD 120                   ,Galena           ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.7,0.4,5.9,0.0,0.0,0.0,0.0,237.0,176.0,94.3,9.7,1.7,86.4,12.6,,0.0,0.0,0.0
2013,80432050260001,Warren Jr/Sr High School         ,Warren CUSD 205                  ,Warren           ,Jo Daviess ,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,96.3,0.0,0.4,0.4,0.0,0.0,2.9,243.0,175.0,95.9,0.0,0.0,89.3,11.9,,0.0,0.0,0.0
2013,80432060260003,Stockton Sr High School          ,Stockton CUSD 206                ,Stockton         ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.3,0.6,1.2,1.2,0.0,0.0,0.6,163.0,175.0,93.7,9.4,3.1,78.6,17.2,,0.0,0.0,0.0
2013,80432100260002,River Ridge High School          ,River Ridge CUSD 210             ,Hanover          ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.1,0.0,3.2,0.0,0.0,0.0,0.6,155.0,176.0,94.8,0.7,0.6,86.5,14.6,,0.0,0.0,0.0
2013,80432110260002,Scales Mound High School         ,Scales Mound CUSD 211            ,Scales Mound     ,Jo Daviess ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,91.1,0.0,1.3,0.0,0.0,0.0,7.6,79.0,174.0,95.4,0.0,0.0,100.0,9.0,,0.0,0.0,0.0
2013,80891450220001,Freeport High School             ,Freeport SD 145                  ,Freeport         ,Stephenson ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,60.6,22.7,6.7,1.3,0.1,0.3,8.2,1262.0,174.0,91.8,19.9,4.4,77.8,15.3,,0.0,0.0,0.0
2013,80892000260001,Pearl City High School           ,Pearl City CUSD 200              ,Pearl City       ,Stephenson ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.5,1.2,1.8,0.6,0.0,0.0,0.0,170.0,174.0,95.6,1.8,0.0,86.7,15.1,,0.0,0.0,0.0
2013,80892010260001,Dakota Jr Sr High School         ,Dakota CUSD 201                  ,Dakota           ,Stephenson ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,93.4,1.0,1.5,1.0,0.0,0.0,3.2,412.0,174.0,93.7,0.2,1.4,85.3,25.6,,0.0,0.0,0.0
2013,80892020260001,Lena-Winslow High School         ,Lena Winslow CUSD 202            ,Lena             ,Stephenson ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.1,1.4,2.1,2.1,0.0,0.0,0.3,289.0,175.0,94.4,2.2,0.3,96.4,18.0,,0.0,0.0,0.0
2013,80892030260001,Orangeville High School          ,Orangeville CUSD 203             ,Orangeville      ,Stephenson ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,93.5,0.8,3.3,0.0,0.0,1.6,0.8,123.0,175.0,94.2,7.7,4.1,75.0,14.0,,0.0,0.0,0.0
2013,90100010260001,Fisher Jr/Sr High School         ,Fisher CUSD 1                    ,Fisher           ,Champaign  ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,93.6,0.4,1.1,1.4,0.0,0.4,3.2,281.0,174.0,94.2,0.7,1.1,93.0,19.1,,0.0,0.0,0.0
2013,90100030260001,Mahomet-Seymour High School      ,Mahomet-Seymour CUSD 3           ,Mahomet          ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,94.7,0.4,1.2,1.4,0.1,0.6,1.6,901.0,174.0,93.4,0.6,1.2,91.1,22.7,,0.0,0.0,0.0
2013,90100040260001,Centennial High School           ,Champaign CUSD 4                 ,Champaign        ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,48.8,32.6,5.6,8.5,0.1,0.3,4.0,1431.0,174.0,91.0,18.6,2.2,88.1,19.6,,0.0,0.0,0.0
2013,90100040260002,Central High School              ,Champaign CUSD 4                 ,Champaign        ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,45.7,33.7,9.3,7.6,0.0,0.4,3.3,1349.0,174.0,91.5,14.6,3.2,84.0,20.0,,0.0,0.0,0.0
2013,90100070260007,Unity High School                ,Tolono CUSD 7                    ,Tolono           ,Champaign  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.1,0.6,1.1,0.4,0.0,0.4,3.4,475.0,174.0,94.8,0.9,0.8,87.9,14.8,,0.0,0.0,0.0
2013,90100080260001,Heritage High School             ,Heritage CUSD 8                  ,Broadlands       ,Champaign  ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.4,0.0,0.0,0.0,0.0,0.0,2.6,152.0,174.0,94.2,1.4,0.0,94.1,10.5,,0.0,0.0,0.0
2013,90101160220001,Urbana High School               ,Urbana SD 116                    ,Urbana           ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,41.7,36.9,10.2,4.0,0.2,0.4,6.6,1129.0,174.0,91.8,15.2,2.5,84.4,16.3,,0.0,0.0,0.0
2013,90101930170001,Rantoul Twp High School          ,Rantoul Township HSD 193         ,Rantoul          ,Champaign  ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,54.0,29.0,8.5,1.7,0.0,0.0,6.8,754.0,175.0,90.4,6.2,5.7,78.6,17.0,,0.0,0.0,0.0
2013,90103050160001,St Joseph-Ogden High School      ,St Joseph Ogden CHSD 305         ,Saint Joseph     ,Champaign  ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.1,1.4,1.4,0.2,0.4,0.2,0.2,485.0,176.0,94.7,0.2,0.4,90.6,18.5,,0.0,0.0,0.0
2013,90270050260001,GCMS High School                 ,Gibson City-Melvin-Sibley CUSD 5 ,Gibson City      ,Ford       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.0,1.0,0.3,0.3,0.0,0.0,1.3,298.0,175.0,94.2,1.0,2.3,90.0,15.4,,0.0,0.0,0.0
2013,90270100260001,Paxton-Buckley-Loda High School  ,Paxton-Buckley-Loda CUD 10       ,Paxton           ,Ford       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.5,0.7,4.3,0.2,0.0,0.2,0.0,440.0,175.0,91.4,3.5,2.5,85.8,12.2,,0.0,0.0,0.0
2013,100110010260002,Morrisonville High School        ,Morrisonville CUSD 1             ,Morrisonville    ,Christian  ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,99.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,175.0,92.8,3.2,1.0,100.0,10.7,,0.0,0.0,0.0
2013,100110030260006,Taylorville Sr High School       ,Taylorville CUSD 3               ,Taylorville      ,Christian  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,95.7,0.9,0.2,0.8,0.0,0.3,2.0,864.0,174.0,91.9,4.6,2.8,81.6,16.4,,0.0,0.0,0.0
2013,100110040260002,Edinburg High School             ,Edinburg CUSD 4                  ,Edinburg         ,Christian  ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.6,1.1,0.0,0.0,0.0,0.0,3.3,90.0,170.0,94.4,24.3,2.2,88.9,15.1,,0.0,0.0,0.0
2013,100110080260006,Pana Sr High School              ,Pana CUSD 8                      ,Pana             ,Christian  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.5,1.1,0.4,0.7,0.0,0.0,1.3,452.0,176.0,92.4,2.1,2.2,81.5,17.8,,0.0,0.0,0.0
2013,100110140240001,South Fork Jr Sr High School     ,South Fork SD 14                 ,Kincaid          ,Christian  ,UNIT       ,SMALL ,HIGH SCHOOL,5 6 7 8 9 10 11 12             ,95.6,3.1,0.0,0.4,0.0,0.0,0.9,227.0,175.0,92.3,13.4,2.6,69.4,14.9,,0.0,0.0,0.0
2013,100680020260001,Lincolnwood High School          ,Panhandle CUSD 2                 ,Raymond          ,Montgomery ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.5,0.7,0.7,0.0,0.0,2.1,0.0,141.0,175.0,93.5,7.8,0.0,73.7,17.8,,0.0,0.0,0.0
2013,100680030260001,Hillsboro High School            ,Hillsboro CUSD 3                 ,Hillsboro        ,Montgomery ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,95.2,1.5,1.7,1.2,0.2,0.0,0.2,518.0,175.0,92.6,5.8,3.5,80.6,19.6,,0.0,0.0,0.0
2013,100680120260001,Litchfield Senior High School    ,Litchfield CUSD 12               ,Litchfield       ,Montgomery ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.9,1.2,1.2,1.5,0.2,0.0,2.0,409.0,175.0,94.1,4.0,2.4,77.2,13.0,,0.0,0.0,0.0
2013,100680220260001,Nokomis Jr/Sr High Sch           ,Nokomis CUSD 22                  ,Nokomis          ,Montgomery ,UNIT       ,MEDIUM,HIGH SCHOOL,6 7 8 9 10 11 12               ,96.3,1.2,1.2,0.0,0.0,0.0,1.4,347.0,176.0,94.4,1.4,2.3,82.0,13.4,,0.0,0.0,0.0
2013,11012002C260001,Marshall High School             ,Marshall CUSD 2C                 ,Marshall         ,Clark      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.9,0.7,0.7,0.0,0.0,0.0,0.7,433.0,174.0,93.8,0.7,1.8,95.4,17.8,,0.0,0.0,0.0
2013,11012003C260001,Martinsville Jr- Sr High School  ,Martinsville CUSD 3C             ,Martinsville     ,Clark      ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,98.2,1.8,0.0,0.0,0.0,0.0,0.0,164.0,175.0,95.1,3.8,1.9,92.0,10.8,,0.0,0.0,0.0
2013,11012004C260001,Casey-Westfield High School      ,Casey-Westfield CUSD 4C          ,Casey            ,Clark      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.4,1.3,1.0,0.0,0.0,0.0,1.3,306.0,174.0,93.4,0.6,1.0,90.9,13.7,,0.0,0.0,0.0
2013,110150010260001,Charleston High School           ,Charleston CUSD 1                ,Charleston       ,Coles      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,93.2,3.0,1.1,0.9,0.0,0.9,1.0,804.0,176.0,92.8,3.4,3.4,87.1,17.3,,0.0,0.0,0.0
2013,110150020260001,Mattoon High School              ,Mattoon CUSD 2                   ,Mattoon          ,Coles      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,91.2,2.8,2.8,0.9,0.0,0.0,2.4,1049.0,176.0,93.5,9.8,2.7,89.3,18.1,,0.0,0.0,0.0
2013,110150050260002,Oakland High School              ,Oakland CUSD 5                   ,Oakland          ,Coles      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.3,1.2,0.0,2.4,0.0,0.0,0.0,82.0,174.0,93.1,5.1,1.2,86.4,10.8,,0.0,0.0,0.0
2013,110180030260001,Neoga Sr High School             ,Neoga CUSD 3                     ,Neoga            ,Cumberland ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.7,1.0,0.7,0.3,0.0,0.0,1.3,307.0,174.0,93.8,1.7,0.7,89.3,15.5,,0.0,0.0,0.0
2013,110180770260001,Cumberland High School           ,Cumberland CUSD 77               ,Toledo           ,Cumberland ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.6,0.0,0.0,0.0,0.0,0.0,1.4,288.0,176.0,94.5,2.9,1.0,89.6,12.9,,0.0,0.0,0.0
2013,110213010260001,Tuscola High School              ,Tuscola CUSD 301                 ,Tuscola          ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.8,0.3,1.6,0.6,0.0,0.0,1.6,311.0,175.0,93.2,0.7,0.3,92.5,17.3,,0.0,0.0,0.0
2013,110213020260001,Villa Grove High School          ,Villa Grove CUSD 302             ,Villa Grove      ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.5,0.0,1.1,0.5,0.0,0.0,3.8,182.0,174.0,92.3,0.6,2.7,86.3,14.7,,0.0,0.0,0.0
2013,110213050260001,Arthur-Lovington High School     ,Arthur CUSD 305                  ,Arthur           ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.2,0.5,2.1,0.0,0.0,0.5,1.6,187.0,175.0,93.7,1.1,1.1,90.9,12.3,,0.0,0.0,0.0
2013,110213060260001,Arcola High School               ,Arcola CUSD 306                  ,Arcola           ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,55.0,0.3,39.0,1.0,0.0,0.0,4.8,313.0,175.0,95.2,1.0,0.9,92.7,14.2,,0.0,0.0,0.0
2013,110230010260001,Shiloh High School               ,Shiloh CUSD 1                    ,Hume             ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,96.8,1.6,1.1,0.0,0.0,0.0,0.5,189.0,175.0,92.8,8.2,0.8,78.9,12.6,,0.0,0.0,0.0
2013,110230030260001,Kansas High School               ,Kansas CUSD 3                    ,Kansas           ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,93.6,3.6,1.8,0.0,0.0,0.0,0.9,110.0,175.0,93.8,3.6,0.0,92.9,10.4,,0.0,0.0,0.0
2013,110230040260002,Paris Cooperative High School 4  ,Paris CUSD 4                     ,Paris            ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.1,0.0,0.5,0.0,0.5,0.0,1.0,206.0,175.0,93.1,1.5,1.0,83.3,16.0,,0.0,0.0,0.0
2013,110230060260001,Chrisman High School             ,Edgar County CUD 6               ,Chrisman         ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.3,0.0,0.9,0.0,0.0,0.0,1.8,110.0,175.0,94.9,0.9,0.0,92.6,9.9,,0.0,0.0,0.0
2013,110230950250002,Paris Cooperative High School 95 ,Paris-Union SD 95                ,Paris            ,Edgar      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.6,0.0,0.8,0.3,0.0,0.0,1.3,374.0,175.0,90.7,4.5,2.7,67.6,16.0,,0.0,0.0,0.0
2013,110703000260004,Sullivan High School             ,Sullivan CUSD 300                ,Sullivan         ,Moultrie   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.8,0.0,1.1,0.3,0.0,0.8,3.0,362.0,176.0,95.3,1.2,1.1,85.9,12.6,,0.0,0.0,0.0
2013,110703020260001,Okaw Valley High School          ,Okaw Valley CUSD 302             ,Bethany          ,Moultrie   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,99.4,0.0,0.0,0.0,0.0,0.0,0.6,156.0,175.0,92.4,7.7,0.6,91.7,12.5,,0.0,0.0,0.0
2013,110870010260002,Windsor Jr & Sr High School      ,Windsor CUSD 1                   ,Windsor          ,Shelby     ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,99.4,0.0,0.0,0.6,0.0,0.0,0.0,167.0,175.0,94.5,3.7,0.9,95.3,14.5,,0.0,0.0,0.0
2013,11087003A260001,Cowden-Herrick High School       ,Cowden-Herrick CUSD 3A           ,Cowden           ,Shelby     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,99.2,0.8,0.0,0.0,0.0,0.0,0.0,131.0,175.0,94.1,0.0,0.8,92.9,12.0,,0.0,0.0,0.0
2013,110870040260001,Shelbyville High School          ,Shelbyville CUSD 4               ,Shelbyville      ,Shelby     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.4,0.3,0.3,0.3,0.0,0.0,0.8,378.0,176.0,92.0,5.5,1.3,92.9,18.8,,0.0,0.0,0.0
2013,11087005A260001,Stewardson-Strasburg High School ,Stewardson-Strasburg CUD 5A      ,Strasburg        ,Shelby     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.2,0.0,0.0,2.3,0.0,0.0,1.5,131.0,175.0,94.8,0.8,1.5,90.5,14.8,,0.0,0.0,0.0
2013,110870210260001,Central A & M High School        ,Central A & M CUD 21             ,Moweaqua         ,Shelby     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.1,2.8,0.0,0.3,0.0,0.0,1.7,287.0,175.0,94.6,0.8,0.7,83.1,17.0,,0.0,0.0,0.0
2013,120130100260002,Clay City High School            ,Clay City CUSD 10                ,Clay City        ,Clay       ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.0,0.0,2.0,0.0,0.0,0.0,0.0,99.0,175.0,92.8,7.1,3.0,86.7,9.3,,0.0,0.0,0.0
2013,120130250260001,North Clay Community High School ,North Clay CUSD 25               ,Louisville       ,Clay       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,99.4,0.0,0.6,0.0,0.0,0.0,0.0,173.0,178.0,94.9,5.9,1.7,67.6,13.0,,0.0,0.0,0.0
2013,120130350260001,Flora High School                ,Flora CUSD 35                    ,Flora            ,Clay       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.8,0.9,3.2,0.6,0.0,0.6,0.0,347.0,176.0,93.7,5.9,3.7,81.4,15.0,,0.0,0.0,0.0
2013,120170010260001,Hutsonville High School          ,Hutsonville CUSD 1               ,Hutsonville      ,Crawford   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.2,0.0,0.9,0.0,0.0,0.0,1.9,106.0,174.0,95.5,9.3,0.0,69.2,10.9,,0.0,0.0,0.0
2013,120170020260001,Robinson High School             ,Robinson CUSD 2                  ,Robinson         ,Crawford   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.3,2.4,2.4,1.4,0.2,0.0,3.4,505.0,174.0,92.9,4.0,1.6,85.8,23.0,,0.0,0.0,0.0
2013,120170030260001,Palestine High School            ,Palestine CUSD 3                 ,Palestine        ,Crawford   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.3,1.7,0.0,0.0,0.0,0.0,0.0,119.0,174.0,94.5,3.5,1.7,96.0,10.6,,0.0,0.0,0.0
2013,120170040260001,Oblong High School               ,Oblong CUSD 4                    ,Oblong           ,Crawford   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.9,1.2,2.4,0.0,0.0,0.0,0.6,170.0,174.0,91.7,4.8,1.2,82.1,12.1,,0.0,0.0,0.0
2013,120400010260001,Newton Comm High School          ,Jasper County CUD 1              ,Newton           ,Jasper     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.3,0.0,0.9,0.2,0.0,0.0,1.6,450.0,175.0,93.5,1.8,1.3,90.4,20.0,,0.0,0.0,0.0
2013,120510100260001,Red Hill Jr/Sr High School       ,Red Hill CUSD 10                 ,Bridgeport       ,Lawrence   ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,96.1,0.5,0.2,0.0,0.0,0.0,3.2,435.0,174.0,93.5,9.0,0.3,86.1,17.7,,0.0,0.0,0.0
